Title;Company;Location;Date;Link
Fullstack Software Engineer, Event Sourcing;Avature;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/fullstack-software-engineer-event-sourcing-at-avature-2687768647?refId=Qe%2B983y3Sbc3M2R68OlHOA%3D%3D&trackingId=GPz6bes%2FtjZ2W3XG4yK3Vw%3D%3D&position=25&pageNum=19&trk=public_jobs_jserp-result_search-card
Data Scientist (m/f);Findmore;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/data-scientist-m-f-at-findmore-2707978157?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=oQ7g2UGG5XgJycqDjAketg%3D%3D&position=1&pageNum=20&trk=public_jobs_jserp-result_search-card
Backend Developer Go/ C++ (CyberSecurity);Acronis;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/backend-developer-go-c%2B%2B-cybersecurity-at-acronis-2596905665?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=FIBPU9XJz%2Fbj1TYFGjzApw%3D%3D&position=2&pageNum=20&trk=public_jobs_jserp-result_search-card
C++ and Python Developer;NEX T Engineering;Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/c%2B%2B-and-python-developer-at-nex-t-engineering-2691594166?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=xHOC22WXvVHJ8UbhkiP3TQ%3D%3D&position=3&pageNum=20&trk=public_jobs_jserp-result_search-card
Oferta: Engenheiro de Software;TST Engineering & Vision;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/oferta-engenheiro-de-software-at-tst-engineering-vision-2723044142?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=kx7lY5rn40OZdILLlNHIvg%3D%3D&position=4&pageNum=20&trk=public_jobs_jserp-result_search-card
Professional Software Engineer (Integration) / DevOps (m/f);AdNovum;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/professional-software-engineer-integration-devops-m-f-at-adnovum-2690691922?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=oFrCnDr8SJpY8efKxRe64w%3D%3D&position=5&pageNum=20&trk=public_jobs_jserp-result_search-card
IT Business Analyst;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/it-business-analyst-at-bold-by-devoteam-1764268427?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=7LM3z%2Fq%2FRBfjqXsxPH1XGQ%3D%3D&position=6&pageNum=20&trk=public_jobs_jserp-result_search-card
Engineering | C++ Developer;ALTEN Portugal;Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/engineering-c%2B%2B-developer-at-alten-portugal-2562755602?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=Ph8B6TxqG9pEqPyGKSk%2Fjg%3D%3D&position=7&pageNum=20&trk=public_jobs_jserp-result_search-card
Recruiter - Digital & Analytics;McKinsey & Company;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/recruiter-digital-analytics-at-mckinsey-company-2686379147?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=5zDUAWWWNhB6Ef8oXKkizg%3D%3D&position=8&pageNum=20&trk=public_jobs_jserp-result_search-card
Data Scientist;Feedzai;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/data-scientist-at-feedzai-2702470603?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=cTYhrIhcvVAeJ0YTD14QMA%3D%3D&position=9&pageNum=20&trk=public_jobs_jserp-result_search-card
C# Developer (M/F);InnoWave;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/c%23-developer-m-f-at-innowave-2720946125?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=qbTJY77meD41Zgm5HWiRWg%3D%3D&position=10&pageNum=20&trk=public_jobs_jserp-result_search-card
Business Analyst;PrimeIT;Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/business-analyst-at-primeit-2707290052?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=gNvBpBgsy2u15AHWtEHgGA%3D%3D&position=11&pageNum=20&trk=public_jobs_jserp-result_search-card
Software Engineer- Modern C++;Infinera;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/software-engineer-modern-c%2B%2B-at-infinera-2684208391?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=3c%2F55N0e5f9wM0btSCejhQ%3D%3D&position=12&pageNum=20&trk=public_jobs_jserp-result_search-card
Software Developer Go/C++ (Acronis Cyber Files);Acronis;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/software-developer-go-c%2B%2B-acronis-cyber-files-at-acronis-2587882014?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=ZAL7I%2Bkbj8GSBllhTNKnVQ%3D%3D&position=13&pageNum=20&trk=public_jobs_jserp-result_search-card
Oferta de emprego: Business Analyst;Boost IT;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/oferta-de-emprego-business-analyst-at-boost-it-2721507466?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=%2FJmBkECW3fXnAB1mFiUDnQ%3D%3D&position=14&pageNum=20&trk=public_jobs_jserp-result_search-card
Oferta de emprego: Software Developer - Backend;Grupo Future Healthcare;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/oferta-de-emprego-software-developer-backend-at-grupo-future-healthcare-2693834538?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=AUdZq0OvPDa7XcPUyTLaAw%3D%3D&position=15&pageNum=20&trk=public_jobs_jserp-result_search-card
Software Engineer - Proactive Integrations;Talkdesk;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/software-engineer-proactive-integrations-at-talkdesk-2561034581?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=BdzQNZcezSn96ZMWfOMKow%3D%3D&position=16&pageNum=20&trk=public_jobs_jserp-result_search-card
Software Engineer - Big Data;BitSight;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/software-engineer-big-data-at-bitsight-2715035679?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=ix%2BiZzIseN%2B0OjQ2XrlXbQ%3D%3D&position=17&pageNum=20&trk=public_jobs_jserp-result_search-card
C++ Developer (Lisbon);KCS iT;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/c%2B%2B-developer-lisbon-at-kcs-it-2716967210?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=85pMKCH2UUtCfm6fo8rmIA%3D%3D&position=18&pageNum=20&trk=public_jobs_jserp-result_search-card
Developer Appian;Match Profiler;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/developer-appian-at-match-profiler-2706970446?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=XsB5yihh78icqZCquMmGcQ%3D%3D&position=19&pageNum=20&trk=public_jobs_jserp-result_search-card
Software Engineer, Infrastructure;SingleStore;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/software-engineer-infrastructure-at-singlestore-2452525404?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=rJtWIk0PGBc18QUSZQN8vQ%3D%3D&position=20&pageNum=20&trk=public_jobs_jserp-result_search-card
Software Developer Go (Global Maintenance Team);Acronis;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/software-developer-go-global-maintenance-team-at-acronis-2702799245?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=JE%2BJ%2FJnxJmcns0Ws9G%2FOUw%3D%3D&position=21&pageNum=20&trk=public_jobs_jserp-result_search-card
Treasury – Senior Analyst;Indie Campers;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/treasury-%E2%80%93-senior-analyst-at-indie-campers-2709626976?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=M5Voo1jXEmv7QHNK1aOPRg%3D%3D&position=22&pageNum=20&trk=public_jobs_jserp-result_search-card
Asset Manager - German Speaker;Cisco;Oeiras, Lisboa, Portugal;Há 18 horas;https://pt.linkedin.com/jobs/view/asset-manager-german-speaker-at-cisco-2723099474?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=WDwE3YyU6IHL12N%2BvWAXFw%3D%3D&position=23&pageNum=20&trk=public_jobs_jserp-result_search-card
C# Developer - m/f;Michael Page;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/c%23-developer-m-f-at-michael-page-2691450660?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=e5vGBl1zlqcmjJF3cF85Mw%3D%3D&position=24&pageNum=20&trk=public_jobs_jserp-result_search-card
Senior Associate Risk Analyst, Information Security (multiple positions);Amgen;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/senior-associate-risk-analyst-information-security-multiple-positions-at-amgen-2682994742?refId=x4Bm3TzabBNwpKyw%2BYUvAg%3D%3D&trackingId=kDFQDgyUfG%2FvJvIVgZVW%2Bw%3D%3D&position=25&pageNum=20&trk=public_jobs_jserp-result_search-card
Business Analyst (Swagger Documentation) (m/f);Inoweiser;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/business-analyst-swagger-documentation-m-f-at-inoweiser-2711483069?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=pGD%2FuD%2F%2FeYJBM98JPs8v5Q%3D%3D&position=1&pageNum=21&trk=public_jobs_jserp-result_search-card
Software Engineer - Cloudflare Stream;Cloudflare;Lisboa, Lisboa, Portugal;Há 24 minutos;https://pt.linkedin.com/jobs/view/software-engineer-cloudflare-stream-at-cloudflare-2577161774?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=0vEqyyn7ACsqT%2BHSMHVr6A%3D%3D&position=2&pageNum=21&trk=public_jobs_jserp-result_search-card
Quality Analyst;Logical Jupiter;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/quality-analyst-at-logical-jupiter-2713085769?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=imXYTCn%2Bwtf3IKh3x8BkEg%3D%3D&position=3&pageNum=21&trk=public_jobs_jserp-result_search-card
Backend Engineer;MoonPay;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/backend-engineer-at-moonpay-2688700716?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=7KxJdX2blSXgOf49GSZAcQ%3D%3D&position=4&pageNum=21&trk=public_jobs_jserp-result_search-card
Senior Analyst;Tripadvisor;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/senior-analyst-at-tripadvisor-2653892291?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=DIVboY9jwHOqMZCKC7Be8w%3D%3D&position=5&pageNum=21&trk=public_jobs_jserp-result_search-card
Software Engineer - QA Automation Tester;GRiT Solutions;Lisboa, Lisboa, Portugal;Há 6 horas;https://pt.linkedin.com/jobs/view/software-engineer-qa-automation-tester-at-grit-solutions-2692427817?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=soYZlNd22q45InczXuOD3Q%3D%3D&position=6&pageNum=21&trk=public_jobs_jserp-result_search-card
Oferta de emprego: Developer Business Analyst;IDW;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/oferta-de-emprego-developer-business-analyst-at-idw-2693833781?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=8rb6%2B5X9mU4k5G1tDwBdDQ%3D%3D&position=7&pageNum=21&trk=public_jobs_jserp-result_search-card
C# Developer (m/f);HCCM Consulting, S.A.;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/c%23-developer-m-f-at-hccm-consulting-s-a-2715200105?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=NDovODvtR07elxX9NfrRhg%3D%3D&position=8&pageNum=21&trk=public_jobs_jserp-result_search-card
Software Developer Expert - Energy Sector (F/M);Capgemini Engineering;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/software-developer-expert-energy-sector-f-m-at-capgemini-engineering-2706613746?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=d4lQ8h6cEgOU2P0Vo2T5xA%3D%3D&position=9&pageNum=21&trk=public_jobs_jserp-result_search-card
Engenheiro de software;Together - Estamos Juntos;Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/engenheiro-de-software-at-together-estamos-juntos-2690675348?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=dyEYRNJHecSySo3mjNb6Xg%3D%3D&position=10&pageNum=21&trk=public_jobs_jserp-result_search-card
C++ and Python Developer (Lisbon);KCS iT;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/c%2B%2B-and-python-developer-lisbon-at-kcs-it-2692032940?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=LfCJVa7BLgPEoXMO4ou0Xg%3D%3D&position=11&pageNum=21&trk=public_jobs_jserp-result_search-card
C# Developer (M/F);InnoWave;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/c%23-developer-m-f-at-innowave-2718218807?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=%2BMN5GkN8Pk9mzMAP2onekw%3D%3D&position=12&pageNum=21&trk=public_jobs_jserp-result_search-card
Global Electrolux Talent Program - Business Analyst;Electrolux;Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/global-electrolux-talent-program-business-analyst-at-electrolux-2714130775?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=51s5lvEZD5FJIJ1RtI1ydA%3D%3D&position=13&pageNum=21&trk=public_jobs_jserp-result_search-card
Software Developer C++ (Maintenance Team);Acronis;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/software-developer-c%2B%2B-maintenance-team-at-acronis-2714805167?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=YZXNuvOHo2SPWgOA8oTCcA%3D%3D&position=14&pageNum=21&trk=public_jobs_jserp-result_search-card
IS Associate Business Analyst - Anaplan;Amgen;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/is-associate-business-analyst-anaplan-at-amgen-2713513934?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=o34WMZNmuOiNV3307faZmg%3D%3D&position=15&pageNum=21&trk=public_jobs_jserp-result_search-card
Data Scientist;Findmore;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/data-scientist-at-findmore-2706964857?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=5i23v7nW5TgJxDU8DnWW3A%3D%3D&position=16&pageNum=21&trk=public_jobs_jserp-result_search-card
Senior Data Scientist;Nokia;Amadora, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/senior-data-scientist-at-nokia-2691418934?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=hXSQX9ctLnZ1R6o4B7VfoQ%3D%3D&position=17&pageNum=21&trk=public_jobs_jserp-result_search-card
IS Associate Business Analyst - Anaplan;Amgen;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/is-associate-business-analyst-anaplan-at-amgen-2710301205?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=t2GZFs7%2FRQVkzS%2BvuuGjAA%3D%3D&position=18&pageNum=21&trk=public_jobs_jserp-result_search-card
Software Engineer (build products with great impact!);Damia Group Portugal;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/software-engineer-build-products-with-great-impact%21-at-damia-group-portugal-2693066062?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=QSnI1KMgS%2B3lac5LQm8ZGA%3D%3D&position=19&pageNum=21&trk=public_jobs_jserp-result_search-card
Software Engineer C++ (m/f);akapeople;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/software-engineer-c%2B%2B-m-f-at-akapeople-2683880868?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=fDanB8cGIEEh6Z3097F%2FEA%3D%3D&position=20&pageNum=21&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Software Developer (m/f) - Nearshore;Passio Consulting;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-software-developer-m-f-nearshore-at-passio-consulting-2710815689?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=WanDLhHO833XGyAv5%2F4HDA%3D%3D&position=21&pageNum=21&trk=public_jobs_jserp-result_search-card
Software Engineer - Traffic Engineering;Cloudflare;Lisboa, Lisboa, Portugal;Há 5 dias;https://pt.linkedin.com/jobs/view/software-engineer-traffic-engineering-at-cloudflare-2503596981?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=OLs5blzm5maZjw5slK0tdw%3D%3D&position=22&pageNum=21&trk=public_jobs_jserp-result_search-card
Quality Analyst - Digital Marketing;Cognizant;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/quality-analyst-digital-marketing-at-cognizant-2704693769?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=8hmPGJ%2B%2FwbA3kbNjs4t0Yg%3D%3D&position=23&pageNum=21&trk=public_jobs_jserp-result_search-card
Developer C++/Python (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/developer-c%2B%2B-python-m-f-%3F-lisboa-at-ankix-2720952631?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=epGi9c2wGyG%2BounTnaOtlg%3D%3D&position=24&pageNum=21&trk=public_jobs_jserp-result_search-card
Xamarin Developer;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 12 meses;https://pt.linkedin.com/jobs/view/xamarin-developer-at-bold-by-devoteam-1409777957?refId=haNKJlfxUnbmAqyRHaQETA%3D%3D&trackingId=x9dDuEyLu2nkXhtjeE55rw%3D%3D&position=25&pageNum=21&trk=public_jobs_jserp-result_search-card
Backend Software Engineer - UC Platform (UCaaS);Talkdesk;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/backend-software-engineer-uc-platform-ucaas-at-talkdesk-2561037058?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=4WSFKychQdtK05uXKrRjeQ%3D%3D&position=1&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst | Brussels;Wondercom/Knowledgeworks;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/business-analyst-brussels-at-wondercom-knowledgeworks-2718272614?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=FA1m6lzSD%2B1TEz9QM%2B3edw%3D%3D&position=2&pageNum=22&trk=public_jobs_jserp-result_search-card
Data Scientist;Axians Portugal;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/data-scientist-at-axians-portugal-2722896075?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=h7IHmnA6pZdLUkz90qz%2FJw%3D%3D&position=3&pageNum=22&trk=public_jobs_jserp-result_search-card
SiteCore Developer (m/f);Match Profiler;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/sitecore-developer-m-f-at-match-profiler-2715094885?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=jWA%2FQuWyyTtzUO8atjWALw%3D%3D&position=4&pageNum=22&trk=public_jobs_jserp-result_search-card
Software Engineer - Compute stack;Truphone;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/software-engineer-compute-stack-at-truphone-2710488245?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=NjIhlQxIaHKXXJXpgc9XHw%3D%3D&position=5&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;Capgemini;Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/business-analyst-at-capgemini-2718116475?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=UEcX2IqxKuKMWhkEx6y7iA%3D%3D&position=6&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;Prime It;Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/business-analyst-at-prime-it-2675120616?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=kM%2BVCWH4MwMmjWj2EUl0Dg%3D%3D&position=7&pageNum=22&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Business Analyst;Boost IT;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-business-analyst-at-boost-it-2717810349?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=J%2B1TfAOc2quiFKLUwv3LAA%3D%3D&position=8&pageNum=22&trk=public_jobs_jserp-result_search-card
Software Engineer, Managed Service;SingleStore;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/software-engineer-managed-service-at-singlestore-2369680204?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=4NEnEu5X%2B9rZPKkm8l39Zw%3D%3D&position=9&pageNum=22&trk=public_jobs_jserp-result_search-card
Data Scientist (GCA);Axians Portugal;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/data-scientist-gca-at-axians-portugal-2718445391?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=diVtqwTyQuUu%2FZAW%2BjUPjA%3D%3D&position=10&pageNum=22&trk=public_jobs_jserp-result_search-card
C# Developer;InnoTech.pt;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/c%23-developer-at-innotech-pt-2513166152?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=gca9j5z67IF8WqOKngvitg%3D%3D&position=11&pageNum=22&trk=public_jobs_jserp-result_search-card
Software Engineer, Access;Cloudflare;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/software-engineer-access-at-cloudflare-2560752571?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=Fhz0BH%2FfZi1je7GMjdiC3A%3D%3D&position=12&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;BI4ALL;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/business-analyst-at-bi4all-2718180024?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=vKCkmq%2BrP9R28ATpBiJDnw%3D%3D&position=13&pageNum=22&trk=public_jobs_jserp-result_search-card
Software Engineer - Docker Images & Community;Canonical;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/software-engineer-docker-images-community-at-canonical-2707705977?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=JIXwBxZHmiAxnGRMH8b%2FJg%3D%3D&position=14&pageNum=22&trk=public_jobs_jserp-result_search-card
Software Engineer (Python);Damia Group Portugal;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/software-engineer-python-at-damia-group-portugal-2667422590?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=QKWb%2F%2FHu3E8Uw3I%2FqZiVdw%3D%3D&position=15&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 12 meses;https://pt.linkedin.com/jobs/view/business-analyst-at-bold-by-devoteam-1702060880?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=XGtDieuakOqRbYnBfV0hKg%3D%3D&position=16&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;Prime It;Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/business-analyst-at-prime-it-2686422752?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=vX%2Fk%2Fu37y%2FDHElM06wa52A%3D%3D&position=17&pageNum=22&trk=public_jobs_jserp-result_search-card
Software Engineer;GLORY;Torres Vedras, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/software-engineer-at-glory-2716710276?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=CQj1IClF8CwMkVYQZY2TSA%3D%3D&position=18&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;BOLD by Devoteam;Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/business-analyst-at-bold-by-devoteam-2717979105?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=fzMRKot9IrPeUivQLw2toA%3D%3D&position=19&pageNum=22&trk=public_jobs_jserp-result_search-card
Backend Software Engineer - Observability - EMEA (Remote);OutSystems;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/backend-software-engineer-observability-emea-remote-at-outsystems-2643943585?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=aQFOEVT5QFHjgU6unRg5SQ%3D%3D&position=20&pageNum=22&trk=public_jobs_jserp-result_search-card
OPC Business Analyst;BNP Paribas CIB;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/opc-business-analyst-at-bnp-paribas-cib-2652801675?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=kwjRDaI91R3qUZk%2BkI3pWg%3D%3D&position=21&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;Winning;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/business-analyst-at-winning-2723059057?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=1TEhEh%2F6VrkFsfGODzioNQ%3D%3D&position=22&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst;BOLD by Devoteam;Lisboa, Portugal;Há 1 dia;https://pt.linkedin.com/jobs/view/business-analyst-at-bold-by-devoteam-2722171702?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=%2BMpkOCd9TWdfJpdWrauQww%3D%3D&position=23&pageNum=22&trk=public_jobs_jserp-result_search-card
Business Analyst - (W/M);Capgemini Engineering;Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/business-analyst-w-m-at-capgemini-engineering-2612071874?refId=py4i13OC%2BouCCj5tweoygw%3D%3D&trackingId=aiSx4vdY%2BbpN4ESKIc5FYQ%3D%3D&position=24&pageNum=22&trk=public_jobs_jserp-result_search-card
