Title;Company;Location;Date;Link
Head of Data & Analytics;Indie Campers;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/head-of-data-analytics-at-indie-campers-2704693572?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=f%2Fh2zDW4cCoA%2FPo8lWE8bQ%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
Software Engineer (Data);Damia Group Portugal;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/software-engineer-data-at-damia-group-portugal-2719645360?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=1JTUXh8dTygpkos%2FGl%2FLzQ%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
Big Data Developer;ITDS Business Consultants;Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/big-data-developer-at-itds-business-consultants-2708090362?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=xeq2f7Oyf6xKfyg26xoMCQ%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
Quality Control Analyst (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/quality-control-analyst-m-f-at-askblue-2718554596?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=jtwzkcPOgSuzLA0F9ac8rw%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
2021 Vodafone Portugal Youth Internships Data Analytics;Vodafone;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/2021-vodafone-portugal-youth-internships-data-analytics-at-vodafone-2699749723?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=KcTzfbJzZ5FqU2%2Fys93%2Fyg%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
Business product analyst;GEFCO;Lisboa, Lisboa, Portugal;Há 2 horas;https://pt.linkedin.com/jobs/view/business-product-analyst-at-gefco-2570406581?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=VGVhbrPWabbRBBjLZSEc2Q%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
Supply Chain Analyst;KDR Recruitment Ltd;Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/supply-chain-analyst-at-kdr-recruitment-ltd-2720852192?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=e%2FgEwqdN1XC9BoXUUiRruw%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
Senior Analyst;Tripadvisor;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/senior-analyst-at-tripadvisor-2653892291?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=TJ2M176eYUal4jsXAGsftw%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
Technical Crawling Specialist;Salsify;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/technical-crawling-specialist-at-salsify-2718153337?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=rILQT5HJZCsUpepyTtY7rg%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
8534 - Technical Solutions Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/8534-technical-solutions-specialist-at-qualitest-2706523825?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=q0Un0xb1l0gUBOqMXJsJsA%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
8780 - Turkish Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/8780-turkish-search-language-specialist-at-qualitest-2710935476?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=bHjGECkN0rkd%2FBYv7SD4Kw%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
8777 - Japanese Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8777-japanese-search-language-specialist-at-qualitest-2714011259?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=ZMIzPveAiHoK4Cv%2FSLQgZw%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card
8778 - UK English Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/8778-uk-english-search-language-specialist-at-qualitest-2680687435?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=3jN0yiIWFb5CYPPaVhCkNw%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
8533 - Arabic Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8533-arabic-search-language-specialist-at-qualitest-2717466091?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=og9Sjfx5dR6f3U%2BFYeMIjw%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
Japanese | Search Language Specialist | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/japanese-search-language-specialist-lisbon-at-cross-border-talents-2691234390?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=ksNTDGgLdy9a%2BuMsH7wgGQ%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
8775 - German Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8775-german-search-language-specialist-at-qualitest-2714008468?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=%2BbHtUz5pqM17BlEkxr2zyA%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
